ENST00000337907.3	RERE	1	8415146	8716356	4701	22	8.47512870226e-05	2.59992150214e-05	5.53566481307e-05	2.4636096097e-06	9.31814260756e-07	2.5974396919e-07	3.65516783965e-06
ENST00000449969.1	PLCH2	1	2399058	2435066	3390	22	4.44610716714e-05	1.36400299119e-05	2.91668123661e-05	9.44423665294e-07	7.09805728155e-07	7.39437098218e-08	1.72817310327e-06
ENST00000378609.4	GNB1	1	1718769	1756892	1023	9	1.97980477466e-05	6.0247017644e-06	1.27158141886e-05	5.90860866259e-07	4.66670927334e-07	2.16611746924e-08	1.07919296828e-06
ENST00000378536.4	SKI	1	2160205	2238204	2187	7	4.06639591185e-05	1.44398223967e-05	2.53367524797e-05	6.85372057178e-07	2.02012184872e-07	2.16114260025e-08	9.08995668053e-07
ENST00000303635.7	CAMTA1	1	6845590	7826551	5022	23	9.22921879416e-05	2.97885033632e-05	5.8793373386e-05	2.75251693762e-06	9.57794254699e-07	2.42618337876e-07	3.95292953019e-06
ENST00000379370.2	AGRN	1	955552	990361	6138	36	0.000115600233415	3.85262935873e-05	7.32848184765e-05	2.28551851264e-06	1.50360283897e-06	4.90001662418e-08	3.83812151785e-06
ENST00000263934.6	KIF1B	1	10292386	10436645	5313	46	7.98899014191e-05	2.06731176459e-05	5.35622577996e-05	3.55266527147e-06	2.10186070224e-06	6.62398258261e-07	6.31692423198e-06
ENST00000262450.3	CHD5	1	6166339	6240083	5865	41	0.000106309792567	3.45444027282e-05	6.73323608668e-05	2.52464645523e-06	1.90838251725e-06	3.52302370741e-07	4.78533134322e-06
ENST00000377298.4	CLSTN1	1	9790565	9883791	2946	19	5.56486443601e-05	1.86093839445e-05	3.48443849656e-05	1.40339425346e-06	7.9148119647e-07	2.58506256193e-07	2.45338170613e-06
ENST00000358136.3	VPS13D	1	12294323	12569078	13167	69	0.000186731519348	5.04942152896e-05	0.000124994131943	8.07975563928e-06	3.16341647576e-06	1.18624721035e-06	1.24294193254e-05
ENST00000361445.4	MTOR	1	11167541	11319466	7650	57	0.000119690929769	3.17624049081e-05	8.00003129682e-05	5.40665929865e-06	2.52155259386e-06	8.88625686103e-07	8.81683757862e-06
ENST00000321556.4	PINK1	1	20960041	20977184	1746	8	2.85427839938e-05	8.88899941971e-06	1.84770369917e-05	8.92588326785e-07	2.84159255552e-07	2.32738062183e-07	1.40948564452e-06
ENST00000375078.3	CAMK2N1	1	20810141	20811872	237	2	4.4591728656e-06	1.64108371147e-06	2.73204453385e-06	4.7426127183e-08	3.86184931045e-08	5.77424468986e-08	1.43787067186e-07
ENST00000602326.1	EIF4G3	1	21133811	21329235	4776	31	6.18591034377e-05	1.6336383825e-05	4.15017593215e-05	2.72960251459e-06	1.29135777664e-06	9.12228956141e-07	4.93318924737e-06
ENST00000375759.3	SPEN	1	16174562	16265922	10995	15	0.000169390866117	4.73152798982e-05	0.000114422186216	7.02937711271e-06	6.24022889795e-07	3.37953379448e-07	7.99135338195e-06
ENST00000326735.8	ATP13A2	1	17312715	17338233	3543	29	6.48804269734e-05	2.07329068918e-05	4.14955028929e-05	1.50308777344e-06	1.14892941533e-06	6.96917434093e-07	3.34893462286e-06
ENST00000290101.4	RAP1GAP	1	21924212	21978315	2184	24	3.80801013489e-05	1.25218008804e-05	2.3765000271e-05	8.94565735959e-07	8.98734461591e-07	7.30494149715e-07	2.52379434726e-06
ENST00000324856.7	ARID1A	1	27022894	27107247	6858	20	9.89494384712e-05	2.93122515007e-05	6.52370872301e-05	3.56827691521e-06	8.31822825146e-07	7.5155823192e-07	5.15165797228e-06
ENST00000373151.2	MAP7D1	1	36622018	36645859	2526	17	4.09491469838e-05	1.15977176452e-05	2.76774531766e-05	1.14237751726e-06	5.31598644824e-07	8.6415487161e-07	2.53813103369e-06
ENST00000373091.3	GRIK3	1	37267451	37499709	2760	16	5.49086838172e-05	1.6968743689e-05	3.54543909083e-05	1.69162707755e-06	7.93922142307e-07	8.28413904859e-07	3.31396312472e-06
ENST00000373347.1	DLGAP3	1	35331683	35370984	2940	10	5.72377224408e-05	1.75762413727e-05	3.80087867539e-05	1.2842764833e-06	3.68417830899e-07	4.90396050498e-07	2.14309036469e-06
ENST00000426105.2	PUM1	1	31406057	31532413	3567	21	5.50084056832e-05	1.5703632162e-05	3.63371799058e-05	2.07737056317e-06	8.90223052232e-07	9.1614480509e-07	3.88373842049e-06
ENST00000373658.3	BAI2	1	32193020	32222822	4758	31	7.77777083513e-05	2.33436103713e-05	5.12883059155e-05	1.83932556247e-06	1.30646650197e-06	1.38497326836e-06	4.5307653328e-06
ENST00000545844.1	MACF1	1	39549890	39951466	16293	93	0.000219946537104	5.47787590922e-05	0.000148567420382	1.24639448917e-05	4.13641273759e-06	5.13996655943e-06	2.17403241888e-05
ENST00000373243.2	NCDN	1	36023791	36031264	2190	7	4.20033771013e-05	1.34205502559e-05	2.73760619771e-05	9.35692536749e-07	2.71072331633e-07	3.4986897032e-07	1.5566338387e-06
ENST00000374011.2	AHDC1	1	27873814	27878626	4812	1	0.000103049399764	3.25162229258e-05	6.83054443122e-05	2.22773252578e-06	0.0	3.86761047671e-08	2.26640863055e-06
ENST00000372583.1	HIVEP3	1	41976121	42050468	7221	6	0.000117427618903	3.66217739124e-05	7.70554524185e-05	3.52396928184e-06	2.26423290188e-07	3.49632190973e-07	4.100024763e-06
ENST00000294353.6	ZYG11B	1	53192325	53287301	2235	14	2.8134028156e-05	6.90479911169e-06	1.93517224916e-05	1.19049711825e-06	6.87009434517e-07	1.0343632132e-06	2.91186976597e-06
ENST00000306052.6	LRP8	1	53712689	53793584	2892	19	4.42134539637e-05	1.37557883156e-05	2.83286457284e-05	1.22935736089e-06	8.99662558808e-07	1.41644122637e-06	3.54546114607e-06
ENST00000361297.2	MAST2	1	46269567	46501738	5397	29	8.09690206724e-05	2.11560043202e-05	5.57445154074e-05	2.86921159801e-06	1.19928934677e-06	1.86922228973e-06	5.93772323451e-06
ENST00000343304.6	LRRC41	1	46744536	46768994	2439	10	3.97811862374e-05	9.77086045283e-06	2.82311045417e-05	1.38606999045e-06	3.93151252401e-07	6.48595746476e-07	2.42781698933e-06
ENST00000372343.3	IPO13	1	44413272	44433354	2892	20	4.15512962066e-05	1.17445222869e-05	2.72134230237e-05	1.62992886267e-06	9.63422033312e-07	1.23263648461e-06	3.8259873806e-06
ENST00000359947.4	PTPRF	1	44010746	44087674	5724	32	0.000114923635468	3.44495226148e-05	7.63956382262e-05	2.703330057e-06	1.37514457037e-06	1.95629910013e-06	6.0347737275e-06
ENST00000035383.5	LRRC7	1	70225887	70587570	4614	25	6.10209991273e-05	1.67915807344e-05	4.06799388324e-05	2.49604901721e-06	1.05343054338e-06	2.44349250588e-06	5.99297206647e-06
ENST00000370685.3	PRKACB	1	84610044	84700988	1197	10	1.38175188537e-05	3.37612292441e-06	9.41717807471e-06	6.22209705317e-07	4.02008149299e-07	1.17446203846e-06	2.19867989307e-06
ENST00000260505.8	TTLL7	1	84335644	84417894	2664	20	3.45738419166e-05	7.79345578555e-06	2.37444501636e-05	2.20271043813e-06	8.33225529248e-07	2.3414359918e-06	5.37737195918e-06
ENST00000329654.4	PDE4B	1	66378997	66838361	2211	16	3.04439614101e-05	8.49271747708e-06	2.02687061132e-05	9.05040179985e-07	7.77497639792e-07	1.48154623103e-06	3.16408405081e-06
ENST00000342505.4	JAK1	1	65300244	65351947	3465	24	5.27376833298e-05	1.49560282787e-05	3.49086461138e-05	1.72765344269e-06	1.14535549461e-06	2.17481969706e-06	5.04782863436e-06
ENST00000330947.2	LRRC8B	1	90048209	90058602	2412	2	3.08907219914e-05	8.9683041939e-06	2.07687678286e-05	1.1102775398e-06	4.33724291829e-08	2.49865707862e-07	1.40351567684e-06
ENST00000371069.4	DNAJC6	1	65775428	65878708	2913	19	3.68907683806e-05	1.02233150498e-05	2.43553403972e-05	1.52934544156e-06	7.8276749212e-07	1.73577566894e-06	4.04788860262e-06
ENST00000371037.4	SGIP1	1	67000041	67208778	2487	25	3.51239285942e-05	1.00083734756e-05	2.28641659292e-05	1.0578829943e-06	1.19350619513e-06	2.32873272629e-06	4.58012191572e-06
ENST00000331565.4	SLC6A17	1	110709551	110741066	2184	11	3.82828096855e-05	1.19892689531e-05	2.50306042494e-05	8.18993985931e-07	4.43942496985e-07	1.6897428858e-06	2.95267936871e-06
ENST00000256637.6	SORT1	1	109856664	109940514	2496	20	3.13638375933e-05	8.56181091983e-06	2.07379335418e-05	1.23440348661e-06	8.29689645081e-07	3.04879603797e-06	5.11288916966e-06
ENST00000369558.1	HIPK1	1	114483005	114516134	3633	15	4.93433478917e-05	1.43130946821e-05	3.2388654205e-05	2.01808724597e-06	6.23511758617e-07	2.38277769547e-06	5.02437670006e-06
ENST00000485317.1	KCNA2	1	111145904	111147404	1500	1	2.05422904431e-05	5.46419509046e-06	1.41334193037e-05	9.44676048974e-07	0.0	1.54195140094e-07	1.09887118907e-06
ENST00000370185.3	LPPR4	1	99730005	99772566	2292	7	3.17919764161e-05	8.94988366371e-06	2.13425664916e-05	1.24553788444e-06	2.53988376311e-07	9.68778298774e-07	2.46830455953e-06
ENST00000369356.4	PDE4DIP	1	144852353	144994731	7089	44	9.09510057244e-05	2.33220292396e-05	6.08401621755e-05	4.69453990969e-06	2.0942743996e-06	8.8446580249e-06	1.56334723342e-05
ENST00000537345.1	ATP1A1	1	116916851	116947066	3072	23	4.65553141168e-05	1.32550805961e-05	3.07757018989e-05	1.55745703623e-06	9.67074585602e-07	3.73119969691e-06	6.25573131875e-06
ENST00000271332.3	CELSR2	1	109792701	109816671	8772	34	0.000164651070881	4.96371966128e-05	0.00010890335021	4.41969211828e-06	1.69083194027e-06	5.1795488936e-06	1.12900729521e-05
ENST00000428931.1	UBAP2L	1	154197599	154242771	3264	26	4.89480737063e-05	1.46229354704e-05	3.14146797966e-05	1.79491706196e-06	1.11554137735e-06	5.56277412736e-06	8.47323256667e-06
ENST00000369146.3	SV2A	1	149876565	149885392	2229	12	3.79362608532e-05	1.08688803366e-05	2.49689969778e-05	1.61975319137e-06	4.78630347504e-07	2.49516037556e-06	4.59354391443e-06
ENST00000369068.4	RPRD2	1	150337190	150445810	4386	11	5.72128423707e-05	1.60545410051e-05	3.88671677235e-05	1.91967020746e-06	3.71463434585e-07	2.29536635496e-06	4.586499997e-06
ENST00000361247.4	ARHGEF2	1	155917732	155948218	2961	22	5.29963749333e-05	1.3318613112e-05	3.63116410432e-05	2.34995299233e-06	1.01616778574e-06	4.75906593932e-06	8.12518671739e-06
ENST00000348159.4	MEF2D	1	156437436	156453084	1566	11	2.73581539043e-05	8.6474023548e-06	1.74212140874e-05	8.84483345718e-07	4.05054116394e-07	2.38742059668e-06	3.6769580588e-06
ENST00000361216.3	ATP1A2	1	160085651	160111112	3063	23	5.33454639753e-05	1.55170979811e-05	3.53137460761e-05	1.55477754973e-06	9.59842368341e-07	5.10847900438e-06	7.62309892246e-06
ENST00000392403.3	ASH1L	1	155307450	155491310	8895	27	0.000115434236854	2.79908491066e-05	8.02078567864e-05	6.08372629726e-06	1.15180466387e-06	5.8188251886e-06	1.30543561497e-05
